,pokedex_number,Number,name,attack,defense,sp_attack,sp_defense,speed,hp,base_total,base_egg_steps,base_happiness,capture_rate,experience_growth,generation,is_legendary,Total Fights,Win Percentage,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,bug2,dark2,dragon2,electric2,fairy2,fighting2,fire2,flying2,ghost2,grass2,ground2,ice2,none,normal2,poison2,psychic2,rock2,steel2,water2
548,549,610.0,Lilligant,60,75,110,75,90,70,480,5120,70,75,1000000,5,0,127.0,0.7165354330708661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
549,550,611.0,Basculin,92,65,80,55,98,70,460,10240,70,25,1000000,5,0,110.0,0.8090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
550,551,612.0,Sandile,72,35,35,35,65,50,292,5120,70,180,1059860,5,0,134.0,0.5373134328358209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,552,613.0,Krokorok,82,45,45,45,74,60,351,5120,70,90,1059860,5,0,113.0,0.5752212389380531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,553,614.0,Krookodile,117,80,65,70,92,95,519,5120,70,45,1059860,5,0,132.0,0.8409090909090909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,554,615.0,Darumaka,90,45,15,45,50,70,315,5120,70,120,1059860,5,0,124.0,0.3629032258064516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
556,557,619.0,Dwebble,65,85,35,35,55,50,325,5120,70,190,1000000,5,0,132.0,0.32575757575757575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
557,558,620.0,Crustle,105,125,65,75,45,70,485,5120,70,75,1000000,5,0,119.0,0.33613445378151263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
558,559,621.0,Scraggy,75,70,35,70,48,50,348,3840,35,180,1000000,5,0,109.0,0.29357798165137616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
559,560,622.0,Scrafty,90,115,45,115,58,65,488,3840,70,90,1000000,5,0,121.0,0.5041322314049587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
560,561,623.0,Sigilyph,58,80,103,80,97,72,490,5120,70,45,1000000,5,0,152.0,0.7171052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
561,562,624.0,Yamask,30,85,55,65,30,38,303,6400,70,190,1000000,5,0,126.0,0.21428571428571427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
562,563,625.0,Cofagrigus,50,145,95,105,30,58,483,6400,70,90,1000000,5,0,122.0,0.2459016393442623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
563,564,626.0,Tirtouga,78,103,53,45,22,54,355,7680,70,45,1000000,5,0,129.0,0.23255813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
564,565,627.0,Carracosta,108,133,83,65,32,74,495,7680,70,45,1000000,5,0,140.0,0.32142857142857145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
565,566,628.0,Archen,112,45,74,45,70,55,401,7680,70,45,1000000,5,0,118.0,0.559322033898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
566,567,629.0,Archeops,140,65,112,65,110,75,567,7680,70,45,1000000,5,0,128.0,0.9140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
567,568,630.0,Trubbish,50,62,40,62,65,50,329,5120,70,190,1000000,5,0,117.0,0.4188034188034188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
568,569,631.0,Garbodor,95,82,60,82,75,80,474,5120,70,60,1000000,5,0,145.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
569,570,632.0,Zorua,65,40,80,40,65,40,330,6400,70,75,1059860,5,0,131.0,0.5038167938931297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
570,571,633.0,Zoroark,105,60,120,60,105,60,510,5120,70,45,1059860,5,0,113.0,0.8849557522123894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
571,572,634.0,Minccino,50,40,40,40,75,55,300,3840,70,255,800000,5,0,148.0,0.5945945945945946,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
572,573,635.0,Cinccino,95,60,65,60,115,75,470,3840,70,60,800000,5,0,131.0,0.8778625954198473,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
573,574,636.0,Gothita,30,50,55,65,45,45,290,5120,70,200,1059860,5,0,125.0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
574,575,637.0,Gothorita,45,70,75,85,55,60,390,5120,70,100,1059860,5,0,123.0,0.3008130081300813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
575,576,638.0,Gothitelle,55,95,95,110,65,70,490,5120,70,50,1059860,5,0,133.0,0.48872180451127817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
576,577,639.0,Solosis,30,40,105,50,20,45,290,5120,70,200,1059860,5,0,129.0,0.031007751937984496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
577,578,640.0,Duosion,40,50,125,60,30,65,370,5120,70,100,1059860,5,0,124.0,0.07258064516129033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
578,579,641.0,Reuniclus,65,75,125,85,30,110,490,5120,70,50,1059860,5,0,120.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
579,580,642.0,Ducklett,44,50,44,50,55,62,305,5120,70,190,1000000,5,0,124.0,0.3629032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
580,581,643.0,Swanna,87,63,87,63,98,75,473,5120,70,45,1000000,5,0,119.0,0.865546218487395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
581,582,644.0,Vanillite,50,50,65,60,44,36,305,5120,70,255,1250000,5,0,110.0,0.16363636363636364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
582,583,645.0,Vanillish,65,65,80,75,59,51,395,5120,70,120,1250000,5,0,126.0,0.4365079365079365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
583,584,646.0,Vanilluxe,95,85,110,95,79,71,535,5120,70,45,1250000,5,0,125.0,0.664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
584,585,647.0,Deerling,60,50,40,50,75,60,335,5120,70,190,1000000,5,0,119.0,0.5882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
585,586,648.0,Sawsbuck,100,70,60,70,95,80,475,5120,70,75,1000000,5,0,120.0,0.7416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
586,587,649.0,Emolga,75,60,75,60,103,55,428,5120,70,200,1000000,5,0,114.0,0.7982456140350878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
587,588,650.0,Karrablast,75,45,40,45,60,50,315,3840,70,200,1000000,5,0,121.0,0.4380165289256198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
588,589,651.0,Escavalier,135,105,60,105,20,70,495,3840,70,75,1000000,5,0,124.0,0.5806451612903226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
589,590,652.0,Foongus,55,45,55,55,15,69,294,5120,70,190,1000000,5,0,120.0,0.11666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
590,591,653.0,Amoonguss,85,70,85,80,30,114,464,5120,70,75,1000000,5,0,121.0,0.2066115702479339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
591,592,654.0,Frillish,40,50,65,85,40,55,335,5120,70,190,1000000,5,0,132.0,0.3181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
593,594,656.0,Alomomola,75,80,40,45,65,165,470,10240,70,75,800000,5,0,132.0,0.5151515151515151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
594,595,657.0,Joltik,47,50,57,50,65,50,319,5120,70,190,1000000,5,0,138.0,0.463768115942029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,596,658.0,Galvantula,77,60,97,60,108,70,472,5120,70,75,1000000,5,0,137.0,0.8394160583941606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,597,659.0,Ferroseed,50,91,24,86,10,44,305,5120,70,255,1000000,5,0,111.0,0.1981981981981982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
597,598,660.0,Ferrothorn,94,131,54,116,20,74,489,5120,70,90,1000000,5,0,136.0,0.4485294117647059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
598,599,661.0,Klink,55,70,45,60,30,40,300,5120,70,130,1059860,5,0,113.0,0.10619469026548672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
599,600,662.0,Klang,80,95,70,85,50,60,440,5120,70,60,1059860,5,0,121.0,0.2231404958677686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
600,601,663.0,Klinklang,100,115,70,85,90,60,520,5120,70,30,1059860,5,0,131.0,0.7557251908396947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
601,602,664.0,Tynamo,55,40,45,40,60,35,275,5120,70,190,1250000,5,0,126.0,0.35714285714285715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
602,603,665.0,Eelektrik,85,70,75,70,40,65,405,5120,70,60,1250000,5,0,128.0,0.203125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
603,604,666.0,Eelektross,115,80,105,80,50,85,515,5120,70,30,1250000,5,0,111.0,0.3063063063063063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
604,605,667.0,Elgyem,55,55,85,55,30,55,335,5120,70,255,1000000,5,0,159.0,0.1320754716981132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
605,606,668.0,Beheeyem,75,75,125,95,40,75,485,5120,70,90,1000000,5,0,134.0,0.15671641791044777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
606,607,669.0,Litwick,30,55,65,55,20,50,275,5120,70,190,1059860,5,0,117.0,0.13675213675213677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
607,608,670.0,Lampent,40,60,95,60,55,60,370,5120,70,90,1059860,5,0,135.0,0.4222222222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,609,671.0,Chandelure,55,90,145,90,80,60,520,5120,70,45,1059860,5,0,112.0,0.6071428571428571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
609,610,672.0,Axew,87,60,30,40,57,46,320,10240,35,75,1250000,5,0,135.0,0.37777777777777777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
610,611,673.0,Fraxure,117,70,40,50,67,66,410,10240,35,60,1250000,5,0,129.0,0.4573643410852713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
611,612,674.0,Haxorus,147,90,60,70,97,76,540,10240,35,45,1250000,5,0,127.0,0.8267716535433071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
612,613,675.0,Cubchoo,70,40,60,40,40,55,305,5120,70,120,1000000,5,0,115.0,0.26956521739130435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
613,614,676.0,Beartic,130,80,70,80,50,95,505,5120,70,60,1000000,5,0,129.0,0.37209302325581395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
614,615,677.0,Cryogonal,50,50,95,135,105,80,515,6400,70,25,1000000,5,0,148.0,0.8040540540540541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
615,616,678.0,Shelmet,40,85,40,65,25,50,305,3840,70,200,1000000,5,0,124.0,0.08870967741935484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
616,617,679.0,Accelgor,70,40,100,60,145,80,495,3840,70,75,1000000,5,0,128.0,0.921875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
617,618,680.0,Stunfisk,66,84,81,99,32,109,471,5120,70,75,1000000,5,0,144.0,0.2013888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,619,681.0,Mienfoo,85,50,55,50,65,45,350,6400,70,180,1059860,5,0,130.0,0.5076923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
619,620,682.0,Mienshao,125,60,95,60,105,65,510,6400,70,45,1059860,5,0,131.0,0.9236641221374046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
620,621,683.0,Druddigon,120,90,60,90,48,77,485,7680,70,45,1000000,5,0,140.0,0.2785714285714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
621,622,684.0,Golett,74,50,35,50,35,59,303,6400,70,190,1000000,5,0,128.0,0.3125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,623,685.0,Golurk,124,80,55,80,55,89,483,6400,70,90,1000000,5,0,126.0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
623,624,686.0,Pawniard,85,70,40,40,60,45,340,5120,35,120,1000000,5,0,109.0,0.5229357798165137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
624,625,687.0,Bisharp,125,100,60,70,70,65,490,5120,35,45,1000000,5,0,141.0,0.6099290780141844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
625,626,688.0,Bouffalant,110,95,40,95,55,95,490,5120,70,45,1000000,5,0,119.0,0.40336134453781514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
626,627,689.0,Rufflet,83,50,37,50,60,70,350,5120,70,190,1250000,5,0,122.0,0.3360655737704918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
627,628,690.0,Braviary,123,75,57,75,80,100,510,5120,70,60,1250000,5,0,156.0,0.6923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
628,629,691.0,Vullaby,55,75,45,65,60,70,370,5120,35,190,1250000,5,0,122.0,0.45901639344262296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
629,630,692.0,Mandibuzz,65,105,55,95,80,110,510,5120,35,60,1250000,5,0,147.0,0.6258503401360545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
630,631,693.0,Heatmor,97,66,105,66,65,85,484,5120,70,90,1000000,5,0,121.0,0.47107438016528924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
631,632,694.0,Durant,109,112,48,48,109,58,484,5120,70,90,1000000,5,0,134.0,0.8805970149253731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
632,633,695.0,Deino,65,50,45,50,38,52,300,10240,35,45,1250000,5,0,124.0,0.27419354838709675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,634,696.0,Zweilous,85,70,65,70,58,72,420,10240,35,45,1250000,5,0,138.0,0.41304347826086957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,635,697.0,Hydreigon,105,90,125,90,98,92,600,10240,35,45,1250000,5,0,129.0,0.8217054263565892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,636,698.0,Larvesta,85,55,50,55,60,55,360,10240,70,45,1250000,5,0,137.0,0.4233576642335766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
636,637,699.0,Volcarona,60,65,135,105,100,85,550,10240,70,15,1250000,5,0,137.0,0.7518248175182481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
637,638,700.0,Cobalion,90,129,90,72,108,91,580,20480,35,3,1250000,5,1,128.0,0.9140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
638,639,701.0,Terrakion,129,90,72,90,108,91,580,20480,35,3,1250000,5,1,123.0,0.8536585365853658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
639,640,702.0,Virizion,90,72,90,129,108,91,580,20480,35,3,1250000,5,1,125.0,0.896,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
642,643,707.0,Reshiram,120,100,150,120,90,100,680,30720,0,3,1250000,5,1,125.0,0.728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
643,644,708.0,Zekrom,150,120,120,100,90,100,680,30720,0,3,1250000,5,1,154.0,0.6493506493506493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,646,711.0,Kyurem,120,90,170,100,95,125,700,30720,0,3,1250000,5,1,128.0,0.7734375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
648,649,718.0,Genesect,120,95,120,95,99,71,600,30720,0,3,1250000,5,1,128.0,0.8203125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
649,650,719.0,Chespin,61,65,48,45,38,56,313,5120,70,45,1059860,6,0,148.0,0.17567567567567569,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
650,651,720.0,Quilladin,78,95,56,58,57,61,405,5120,70,45,1059860,6,0,119.0,0.40336134453781514,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
651,652,721.0,Chesnaught,107,122,74,75,64,88,530,5120,70,45,1059860,6,0,124.0,0.4596774193548387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
652,653,722.0,Fennekin,45,40,62,60,60,40,307,5120,70,45,1059860,6,0,121.0,0.33884297520661155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
653,654,723.0,Braixen,59,58,90,70,73,59,409,5120,70,45,1059860,6,0,115.0,0.5826086956521739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,655,724.0,Delphox,69,72,114,100,104,75,534,5120,70,45,1059860,6,0,126.0,0.8253968253968254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
655,656,725.0,Froakie,56,40,62,44,71,41,314,5120,70,45,1059860,6,0,125.0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
656,657,726.0,Frogadier,63,52,83,56,97,54,405,5120,70,45,1059860,6,0,139.0,0.7697841726618705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
657,658,727.0,Greninja,145,67,153,71,132,72,640,5120,70,45,1059860,6,0,127.0,0.9606299212598425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,659,728.0,Bunnelby,36,38,32,36,57,38,237,3840,70,255,1000000,6,0,113.0,0.3893805309734513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
659,660,729.0,Diggersby,56,77,50,77,78,85,423,3840,70,127,1000000,6,0,128.0,0.53125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
660,661,730.0,Fletchling,50,43,40,38,62,45,278,3840,70,255,1059860,6,0,136.0,0.40441176470588236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
661,662,731.0,Fletchinder,73,55,56,52,84,62,382,3840,70,120,1059860,6,0,127.0,0.7244094488188977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
